point_id,polygon_id,class,di_t+0,di_t+1,di_t+10,di_t+11,di_t+12,di_t+14,di_t+15,di_t+16,di_t+17,di_t+18,di_t+19,di_t+2,di_t+20,di_t+21,di_t+22,di_t+23,di_t+24,di_t+25,di_t+26,di_t+3,di_t+4,di_t+5,di_t+6,di_t+7,di_t+8,di_t+9,di_t-1,di_t-10,di_t-11,di_t-12,di_t-13,di_t-14,di_t-15,di_t-16,di_t-17,di_t-18,di_t-19,di_t-2,di_t-20,di_t-21,di_t-22,di_t-23,di_t-24,di_t-25,di_t-27,di_t-28,di_t-29,di_t-3,di_t-30,di_t-31,di_t-32,di_t-33,di_t-34,di_t-35,di_t-36,di_t-37,di_t-38,di_t-39,di_t-4,di_t-40,di_t-41,di_t-42,di_t-43,di_t-44,di_t-45,di_t-46,di_t-47,di_t-48,di_t-49,di_t-5,di_t-50,di_t-51,di_t-52,di_t-6,di_t-7,di_t-8,di_t-9,FCC_Date,Flight_Date
8172,23,3,,,0.0,,0.0,,1.0,,1.0,,1.0,-1.0,,2.0,,2.0,,2.0,,,-1.0,,0.0,,0.0,,0.0,-1.0,,-1.0,,1.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,0.0,,-1.0,,-1.0,,-1.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8173,23,3,,,0.0,,0.0,,0.0,,0.0,,0.0,-1.0,,0.0,,1.0,,1.0,,,-1.0,,0.0,,0.0,,-1.0,-1.0,,-1.0,,1.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,1.0,-1.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8174,23,3,,,1.0,,0.0,,0.0,,0.0,,1.0,-1.0,,1.0,,1.0,,1.0,,,-1.0,,0.0,,0.0,,-1.0,-1.0,,-1.0,,1.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,-1.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8175,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,-1.0,,1.0,,1.0,,1.0,,,-1.0,,0.0,,1.0,,0.0,-1.0,,-1.0,,1.0,,1.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8176,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,1.0,,0.0,-1.0,,0.0,,1.0,,1.0,,1.0,,,2.0,,2.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,0.0,,,-1.0,,,,2022-07-18
8177,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,1.0,,1.0,,,0.0,,1.0,,1.0,,0.0,0.0,,0.0,,1.0,,1.0,,1.0,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,1.0,0.0,,0.0,,,0.0,,,,2022-07-18
8178,23,3,,,1.0,,1.0,,1.0,,2.0,,2.0,0.0,,2.0,,2.0,,2.0,,,0.0,,0.0,,1.0,,0.0,0.0,,1.0,,1.0,,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,2.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,1.0,0.0,,0.0,,,0.0,,,,2022-07-18
8179,23,3,,,0.0,,1.0,,2.0,,2.0,,2.0,0.0,,2.0,,2.0,,2.0,,,0.0,,0.0,,0.0,,0.0,0.0,,1.0,,2.0,,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,2.0,,2.0,,,,1.0,,1.0,,1.0,,0.0,,,1.0,0.0,,1.0,,,0.0,,,,2022-07-18
8180,23,3,,,0.0,,1.0,,2.0,,2.0,,2.0,0.0,,2.0,,2.0,,2.0,,,0.0,,0.0,,0.0,,0.0,0.0,,1.0,,2.0,,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,2.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,1.0,0.0,,0.0,,,0.0,,,,2022-07-18
8181,23,3,,,0.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2022-07-18
8182,23,3,,,0.0,,1.0,,2.0,,2.0,,3.0,-1.0,,2.0,,2.0,,2.0,,,-1.0,,0.0,,0.0,,0.0,-1.0,,-1.0,,1.0,,2.0,,3.0,,,3.0,,3.0,,3.0,,3.0,,3.0,0.0,,2.0,,-2147483648.0,,2.0,,2.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8183,23,3,,,0.0,,1.0,,1.0,,2.0,,2.0,-1.0,,2.0,,2.0,,2.0,,,-1.0,,0.0,,0.0,,0.0,-1.0,,-1.0,,1.0,,2.0,,2.0,,,3.0,,3.0,,3.0,,3.0,,3.0,0.0,,2.0,,-2147483648.0,,2.0,,2.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8184,23,3,,,0.0,,0.0,,1.0,,1.0,,1.0,-1.0,,1.0,,1.0,,1.0,,,-1.0,,0.0,,0.0,,-1.0,-1.0,,-1.0,,0.0,,1.0,,1.0,,,2.0,,3.0,,2.0,,2.0,,2.0,-1.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8185,23,3,,,1.0,,1.0,,2.0,,2.0,,2.0,0.0,,2.0,,2.0,,2.0,,,0.0,,0.0,,1.0,,0.0,-1.0,,0.0,,1.0,,2.0,,2.0,,,3.0,,3.0,,3.0,,3.0,,3.0,0.0,,2.0,,-2147483648.0,,2.0,,2.0,,,,1.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8186,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,-1.0,,1.0,,2.0,,2.0,,,-1.0,,0.0,,1.0,,0.0,-1.0,,-1.0,,1.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8187,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,-1.0,,1.0,,2.0,,2.0,,,-1.0,,0.0,,1.0,,0.0,-1.0,,0.0,,1.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8188,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,2.0,,2.0,,,0.0,,0.0,,1.0,,0.0,-1.0,,0.0,,1.0,,2.0,,2.0,,,1.0,,0.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,0.0,,,-1.0,,,,2022-07-18
8189,23,3,,,1.0,,0.0,,0.0,,0.0,,1.0,-1.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,1.0,,0.0,-1.0,,-1.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,-2147483648.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,0.0,,,-1.0,,,,2022-07-18
8190,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,0.0,,,1.0,0.0,,0.0,,,0.0,,,,2022-07-18
8191,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,1.0,,0.0,0.0,,0.0,,0.0,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2022-07-18
8192,23,3,,,0.0,,0.0,,1.0,,1.0,,1.0,0.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2022-07-18
8193,23,3,,,0.0,,0.0,,1.0,,2.0,,2.0,0.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,1.0,0.0,,1.0,,,0.0,,,,2022-07-18
8194,23,3,,,0.0,,0.0,,1.0,,1.0,,1.0,0.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,,2.0,,2.0,,,3.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,1.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2022-07-18
8195,23,3,,,0.0,,0.0,,1.0,,1.0,,2.0,-1.0,,2.0,,2.0,,2.0,,,-1.0,,0.0,,0.0,,-1.0,-1.0,,-1.0,,1.0,,2.0,,2.0,,,3.0,,3.0,,3.0,,3.0,,3.0,-1.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8196,23,3,,,0.0,,0.0,,0.0,,1.0,,1.0,-2.0,,1.0,,1.0,,1.0,,,-2.0,,-1.0,,0.0,,-1.0,-2.0,,-2.0,,0.0,,1.0,,1.0,,,2.0,,2.0,,2.0,,2.0,,2.0,-1.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,0.0,,-1.0,,-1.0,,-1.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8197,23,3,,,1.0,,1.0,,1.0,,2.0,,2.0,-1.0,,2.0,,2.0,,2.0,,,-1.0,,0.0,,1.0,,0.0,-1.0,,0.0,,1.0,,2.0,,2.0,,,3.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8198,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,2.0,,2.0,,,0.0,,0.0,,1.0,,0.0,-1.0,,0.0,,1.0,,2.0,,2.0,,,3.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,1.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,0.0,,,-1.0,,,,2022-07-18
8199,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,2.0,,2.0,,,0.0,,0.0,,1.0,,0.0,-1.0,,0.0,,1.0,,2.0,,2.0,,,3.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,-1.0,,0.0,,,0.0,-1.0,,0.0,,,-1.0,,,,2022-07-18
8200,23,3,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,2.0,,2.0,,,0.0,,1.0,,2.0,,0.0,0.0,,1.0,,2.0,,2.0,,3.0,,,2.0,,2.0,,2.0,,2.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,1.0,0.0,,0.0,,,0.0,,,2020-01-01,2022-07-18
8201,23,3,,,2.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,1.0,,1.0,,,0.0,,1.0,,2.0,,1.0,0.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,0.0,,0.0,,,0.0,,,,2022-07-18
8202,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,0.0,,0.0,,,0.0,,1.0,,2.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,0.0,,1.0,,,0.0,,,,2022-07-18
8203,23,3,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,1.0,,1.0,,,0.0,,1.0,,2.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,2.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,0.0,,1.0,,,0.0,,,,2022-07-18
8204,23,3,,,0.0,,1.0,,1.0,,2.0,,2.0,0.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,2.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,1.0,0.0,,0.0,,,0.0,,,,2022-07-18
8205,23,3,,,0.0,,0.0,,1.0,,1.0,,1.0,0.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,,2.0,,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,0.0,,,0.0,,,,2022-07-18
8206,23,3,,,0.0,,0.0,,1.0,,1.0,,1.0,-1.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,,2.0,,3.0,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2022-07-18
8207,23,3,,,0.0,,0.0,,1.0,,2.0,,2.0,-1.0,,2.0,,2.0,,2.0,,,-1.0,,0.0,,0.0,,-1.0,-1.0,,-1.0,,1.0,,2.0,,3.0,,,3.0,,3.0,,3.0,,3.0,,3.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8208,23,3,,,0.0,,0.0,,0.0,,1.0,,1.0,-1.0,,1.0,,1.0,,1.0,,,-1.0,,-1.0,,0.0,,-1.0,-1.0,,-1.0,,0.0,,2.0,,2.0,,,3.0,,3.0,,2.0,,2.0,,2.0,-1.0,,2.0,,-2147483648.0,,1.0,,1.0,,,,0.0,,0.0,,-1.0,,-1.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8209,23,3,,,1.0,,1.0,,1.0,,2.0,,2.0,-1.0,,2.0,,2.0,,2.0,,,-1.0,,0.0,,1.0,,-1.0,-1.0,,-1.0,,1.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8210,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,-1.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,1.0,,0.0,-1.0,,0.0,,1.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,1.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,0.0,,,-1.0,,,,2022-07-18
8211,23,3,,,0.0,,0.0,,0.0,,0.0,,0.0,-1.0,,0.0,,1.0,,1.0,,,-1.0,,0.0,,0.0,,0.0,-1.0,,-1.0,,0.0,,1.0,,1.0,,,2.0,,2.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8212,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,1.0,,0.0,-1.0,,0.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,0.0,,0.0,,0.0,0.0,,0.0,,-2147483648.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,0.0,,,-1.0,,,,2022-07-18
8213,23,3,,,-1.0,,0.0,,1.0,,1.0,,1.0,-2.0,,0.0,,0.0,,0.0,,,-2.0,,-1.0,,-1.0,,-1.0,-2.0,,-1.0,,1.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,-1.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,-2.0,,-1.0,,,-2.0,,,,2022-07-18
8214,23,3,,,2.0,,2.0,,1.0,,1.0,,1.0,0.0,,1.0,,1.0,,0.0,,,0.0,,1.0,,1.0,,0.0,0.0,,1.0,,0.0,,0.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,0.0,,1.0,,,0.0,,,,2022-07-18
8215,23,3,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,2.0,,1.0,,,0.0,,1.0,,2.0,,0.0,0.0,,1.0,,1.0,,1.0,,1.0,,,2.0,,3.0,,3.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,2.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,0.0,,0.0,,,0.0,,,,2022-07-18
8216,23,3,,,0.0,,1.0,,2.0,,2.0,,2.0,0.0,,2.0,,2.0,,2.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,2.0,,3.0,,3.0,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,1.0,0.0,,0.0,,,0.0,,,,2022-07-18
8217,23,3,,,0.0,,0.0,,1.0,,2.0,,2.0,0.0,,2.0,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,1.0,-1.0,,0.0,,,0.0,,,,2022-07-18
8218,23,3,,,0.0,,0.0,,1.0,,2.0,,2.0,0.0,,2.0,,2.0,,2.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,2.0,,3.0,,3.0,,,3.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,0.0,-1.0,,0.0,,,0.0,,,,2022-07-18
8219,23,3,,,0.0,,0.0,,1.0,,2.0,,2.0,0.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,2.0,,3.0,,3.0,,,3.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2022-07-18
8220,23,3,,,0.0,,0.0,,1.0,,2.0,,2.0,-1.0,,2.0,,2.0,,2.0,,,-1.0,,0.0,,0.0,,0.0,-1.0,,-1.0,,1.0,,2.0,,3.0,,,3.0,,3.0,,3.0,,3.0,,3.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8221,23,3,,,0.0,,0.0,,1.0,,2.0,,2.0,-1.0,,2.0,,2.0,,2.0,,,-1.0,,0.0,,0.0,,-1.0,-1.0,,-1.0,,1.0,,2.0,,2.0,,,3.0,,4.0,,3.0,,3.0,,3.0,-1.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8222,23,3,,,0.0,,1.0,,1.0,,2.0,,2.0,-1.0,,2.0,,2.0,,2.0,,,-1.0,,0.0,,0.0,,-1.0,-1.0,,-1.0,,1.0,,2.0,,3.0,,,3.0,,3.0,,3.0,,2.0,,2.0,-1.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8223,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,-1.0,,1.0,,2.0,,2.0,,,-1.0,,0.0,,1.0,,0.0,-1.0,,0.0,,1.0,,1.0,,2.0,,,3.0,,3.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,1.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8224,23,3,,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,,1.0,,1.0,,1.0,,,-1.0,,0.0,,1.0,,-1.0,-1.0,,-1.0,,0.0,,1.0,,1.0,,,2.0,,2.0,,2.0,,2.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8225,23,3,,,0.0,,0.0,,1.0,,1.0,,1.0,-1.0,,0.0,,0.0,,0.0,,,-1.0,,-1.0,,-1.0,,-1.0,-2.0,,-2.0,,0.0,,2.0,,3.0,,,3.0,,3.0,,2.0,,2.0,,2.0,-1.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,0.0,,0.0,,-1.0,,-1.0,,,0.0,-1.0,,-1.0,,,-2.0,,,,2022-07-18
8226,23,3,,,-1.0,,0.0,,0.0,,1.0,,1.0,-1.0,,0.0,,0.0,,0.0,,,-1.0,,-1.0,,-1.0,,-1.0,-2.0,,-2.0,,0.0,,1.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,1.0,-1.0,,1.0,,-2147483648.0,,1.0,,0.0,,,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,-1.0,,-1.0,,,-2.0,,,,2022-07-18
8227,23,3,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,1.0,,0.0,-1.0,,-1.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,0.0,,0.0,,,0.0,,,,2022-07-18
8228,23,3,,,2.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,1.0,,1.0,,,0.0,,0.0,,1.0,,0.0,0.0,,0.0,,1.0,,1.0,,1.0,,,3.0,,3.0,,3.0,,3.0,,3.0,0.0,,2.0,,-2147483648.0,,2.0,,2.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,0.0,,1.0,,,0.0,,,,2022-07-18
8229,23,3,,,0.0,,1.0,,2.0,,2.0,,2.0,0.0,,2.0,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,,2.0,,3.0,,,3.0,,2.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,1.0,0.0,,0.0,,,0.0,,,,2022-07-18
8230,23,3,,,0.0,,0.0,,1.0,,1.0,,1.0,0.0,,1.0,,1.0,,1.0,,,0.0,,0.0,,0.0,,-1.0,0.0,,0.0,,1.0,,2.0,,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,-1.0,,1.0,,-2147483648.0,,1.0,,1.0,,,,1.0,,1.0,,0.0,,0.0,,,0.0,-1.0,,0.0,,,-1.0,,,,2022-07-18
8231,23,3,,,0.0,,1.0,,2.0,,2.0,,2.0,-1.0,,2.0,,2.0,,2.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,2.0,,3.0,,3.0,,,3.0,,3.0,,2.0,,2.0,,2.0,-1.0,,2.0,,-2147483648.0,,2.0,,2.0,,,,1.0,,1.0,,0.0,,0.0,,,0.0,-1.0,,0.0,,,0.0,,,,2022-07-18
8232,23,3,,,0.0,,0.0,,1.0,,2.0,,2.0,-1.0,,2.0,,2.0,,2.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,2.0,,3.0,,3.0,,,3.0,,3.0,,2.0,,2.0,,2.0,-1.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,1.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,0.0,,,-1.0,,,,2022-07-18
8233,23,3,,,-1.0,,0.0,,1.0,,1.0,,2.0,-1.0,,2.0,,2.0,,2.0,,,-1.0,,0.0,,0.0,,-1.0,-1.0,,-1.0,,1.0,,2.0,,2.0,,,3.0,,3.0,,3.0,,3.0,,3.0,-1.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8234,23,3,,,0.0,,0.0,,1.0,,1.0,,1.0,-1.0,,1.0,,1.0,,1.0,,,-1.0,,-1.0,,0.0,,-1.0,-1.0,,-1.0,,0.0,,2.0,,2.0,,,3.0,,3.0,,3.0,,3.0,,2.0,-1.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,-1.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
8235,23,3,,,0.0,,1.0,,1.0,,2.0,,2.0,-1.0,,2.0,,2.0,,2.0,,,-1.0,,0.0,,0.0,,0.0,-1.0,,-1.0,,1.0,,2.0,,2.0,,,3.0,,3.0,,2.0,,2.0,,2.0,0.0,,2.0,,-2147483648.0,,2.0,,1.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2022-07-18
