point_id,polygon_id,class,di_t+0,di_t+1,di_t+10,di_t+11,di_t+12,di_t+14,di_t+15,di_t+16,di_t+17,di_t+18,di_t+19,di_t+2,di_t+20,di_t+21,di_t+22,di_t+23,di_t+24,di_t+25,di_t+26,di_t+3,di_t+4,di_t+5,di_t+6,di_t+7,di_t+8,di_t+9,di_t-1,di_t-10,di_t-11,di_t-12,di_t-13,di_t-14,di_t-15,di_t-16,di_t-17,di_t-18,di_t-19,di_t-2,di_t-20,di_t-21,di_t-22,di_t-23,di_t-24,di_t-25,di_t-27,di_t-28,di_t-29,di_t-3,di_t-30,di_t-4,di_t-5,di_t-6,di_t-7,di_t-8,di_t-9
5484,2,1,,,6.0,,8.0,,7.0,,8.0,,8.0,9.0,,8.0,,8.0,,8.0,,,7.0,,6.0,,6.0,,8.0,8.0,,9.0,,10.0,,10.0,,10.0,,,9.0,,7.0,,6.0,,6.0,,5.0,8.0,,,7.0,,7.0,,
5485,2,1,,,5.0,,6.0,,6.0,,6.0,,7.0,10.0,,6.0,,6.0,,6.0,,,7.0,,6.0,,5.0,,9.0,8.0,,9.0,,10.0,,9.0,,9.0,,,8.0,,7.0,,6.0,,6.0,,6.0,8.0,,,7.0,,7.0,,
5486,2,1,,,5.0,,6.0,,6.0,,6.0,,7.0,9.0,,6.0,,6.0,,6.0,,,7.0,,6.0,,5.0,,9.0,8.0,,8.0,,10.0,,9.0,,9.0,,,8.0,,6.0,,6.0,,6.0,,6.0,9.0,,,8.0,,8.0,,
5487,2,1,,,4.0,,6.0,,6.0,,6.0,,6.0,9.0,,6.0,,6.0,,6.0,,,6.0,,5.0,,4.0,,8.0,8.0,,8.0,,9.0,,9.0,,8.0,,,8.0,,6.0,,6.0,,6.0,,6.0,8.0,,,7.0,,7.0,,
5488,2,1,,,4.0,,5.0,,5.0,,6.0,,6.0,8.0,,6.0,,6.0,,6.0,,,6.0,,5.0,,4.0,,8.0,7.0,,8.0,,9.0,,9.0,,8.0,,,8.0,,6.0,,6.0,,6.0,,6.0,8.0,,,7.0,,7.0,,
5489,2,1,,,4.0,,5.0,,5.0,,6.0,,6.0,8.0,,6.0,,6.0,,6.0,,,6.0,,5.0,,4.0,,8.0,7.0,,8.0,,9.0,,9.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,7.0,8.0,,,7.0,,7.0,,
5490,2,1,,,4.0,,5.0,,5.0,,5.0,,6.0,7.0,,5.0,,5.0,,5.0,,,5.0,,4.0,,4.0,,7.0,7.0,,8.0,,8.0,,8.0,,8.0,,,7.0,,6.0,,6.0,,6.0,,6.0,7.0,,,7.0,,7.0,,
5491,2,1,,,4.0,,5.0,,5.0,,6.0,,6.0,7.0,,6.0,,6.0,,5.0,,,5.0,,5.0,,4.0,,7.0,7.0,,8.0,,8.0,,8.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,7.0,7.0,,,7.0,,7.0,,
5492,2,1,,,4.0,,5.0,,5.0,,6.0,,6.0,7.0,,6.0,,6.0,,5.0,,,5.0,,4.0,,4.0,,7.0,7.0,,8.0,,8.0,,8.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,7.0,7.0,,,7.0,,7.0,,
5493,2,1,,,4.0,,4.0,,5.0,,5.0,,6.0,6.0,,6.0,,6.0,,5.0,,,5.0,,4.0,,4.0,,7.0,7.0,,8.0,,8.0,,8.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,7.0,7.0,,,7.0,,7.0,,
5494,2,1,,,4.0,,5.0,,6.0,,6.0,,7.0,6.0,,7.0,,6.0,,5.0,,,5.0,,5.0,,5.0,,7.0,7.0,,8.0,,8.0,,8.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,7.0,7.0,,,7.0,,7.0,,
5495,2,1,,,5.0,,6.0,,7.0,,7.0,,8.0,8.0,,6.0,,6.0,,5.0,,,7.0,,6.0,,5.0,,9.0,9.0,,10.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,8.0,,,8.0,,8.0,,
5496,2,1,,,5.0,,6.0,,7.0,,7.0,,7.0,9.0,,7.0,,6.0,,6.0,,,7.0,,6.0,,5.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,8.0,,8.0,,8.0,,8.0,9.0,,,8.0,,8.0,,
5497,2,1,,,6.0,,7.0,,7.0,,7.0,,7.0,8.0,,5.0,,5.0,,4.0,,,6.0,,6.0,,6.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,,10.0,,9.0,,9.0,,8.0,,8.0,8.0,,,8.0,,8.0,,
5498,2,1,,,6.0,,7.0,,7.0,,7.0,,7.0,8.0,,5.0,,5.0,,4.0,,,6.0,,6.0,,6.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,8.0,,8.0,,8.0,,8.0,9.0,,,9.0,,9.0,,
5499,2,1,,,6.0,,7.0,,7.0,,7.0,,7.0,8.0,,5.0,,5.0,,4.0,,,6.0,,5.0,,6.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,,8.0,,7.0,,7.0,,7.0,,7.0,9.0,,,9.0,,9.0,,
5500,2,1,,,6.0,,6.0,,6.0,,5.0,,5.0,8.0,,4.0,,4.0,,4.0,,,6.0,,5.0,,6.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,,8.0,,7.0,,7.0,,7.0,,7.0,9.0,,,9.0,,9.0,,
5501,2,1,,,6.0,,6.0,,6.0,,5.0,,5.0,8.0,,4.0,,4.0,,4.0,,,6.0,,6.0,,6.0,,10.0,8.0,,8.0,,9.0,,9.0,,7.0,,,6.0,,5.0,,5.0,,5.0,,5.0,10.0,,,9.0,,8.0,,
5502,2,1,,,6.0,,6.0,,6.0,,5.0,,5.0,8.0,,4.0,,4.0,,3.0,,,6.0,,5.0,,5.0,,10.0,7.0,,8.0,,9.0,,9.0,,7.0,,,6.0,,4.0,,4.0,,4.0,,5.0,9.0,,,8.0,,8.0,,
5503,2,1,,,3.0,,4.0,,4.0,,4.0,,4.0,6.0,,4.0,,4.0,,4.0,,,5.0,,3.0,,3.0,,7.0,7.0,,7.0,,6.0,,6.0,,6.0,,,5.0,,4.0,,4.0,,4.0,,4.0,8.0,,,7.0,,7.0,,
5504,2,1,,,3.0,,3.0,,3.0,,4.0,,4.0,5.0,,4.0,,4.0,,4.0,,,4.0,,3.0,,3.0,,6.0,5.0,,5.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,4.0,,4.0,,4.0,6.0,,,6.0,,5.0,,
5505,2,1,,,2.0,,2.0,,2.0,,3.0,,4.0,3.0,,4.0,,4.0,,3.0,,,2.0,,2.0,,2.0,,3.0,4.0,,3.0,,3.0,,3.0,,3.0,,,3.0,,3.0,,3.0,,3.0,,3.0,3.0,,,3.0,,4.0,,
5506,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,4.0,,5.0,,5.0,,5.0,,,3.0,,3.0,,4.0,,4.0,4.0,,4.0,,4.0,,5.0,,4.0,,,4.0,,4.0,,3.0,,4.0,,4.0,4.0,,,4.0,,4.0,,
5507,2,1,,,4.0,,5.0,,5.0,,6.0,,6.0,6.0,,6.0,,6.0,,5.0,,,5.0,,4.0,,4.0,,7.0,7.0,,7.0,,7.0,,7.0,,7.0,,,7.0,,6.0,,6.0,,6.0,,6.0,7.0,,,6.0,,7.0,,
5508,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,6.0,,6.0,,6.0,,5.0,,,5.0,,4.0,,4.0,,7.0,7.0,,7.0,,7.0,,7.0,,7.0,,,7.0,,6.0,,5.0,,5.0,,5.0,7.0,,,6.0,,7.0,,
5509,2,1,,,5.0,,5.0,,5.0,,5.0,,5.0,7.0,,5.0,,6.0,,6.0,,,5.0,,4.0,,4.0,,8.0,9.0,,9.0,,9.0,,8.0,,8.0,,,7.0,,6.0,,6.0,,6.0,,6.0,8.0,,,8.0,,9.0,,
5510,2,1,,,5.0,,5.0,,5.0,,5.0,,5.0,7.0,,5.0,,6.0,,6.0,,,5.0,,4.0,,4.0,,8.0,8.0,,8.0,,8.0,,8.0,,8.0,,,7.0,,5.0,,5.0,,5.0,,5.0,8.0,,,8.0,,8.0,,
5511,2,1,,,5.0,,5.0,,5.0,,5.0,,5.0,6.0,,5.0,,5.0,,5.0,,,5.0,,4.0,,4.0,,7.0,8.0,,8.0,,8.0,,8.0,,8.0,,,7.0,,6.0,,5.0,,5.0,,5.0,7.0,,,7.0,,8.0,,
5512,2,1,,,3.0,,4.0,,4.0,,4.0,,4.0,6.0,,4.0,,5.0,,5.0,,,4.0,,3.0,,3.0,,7.0,8.0,,7.0,,7.0,,7.0,,7.0,,,6.0,,5.0,,5.0,,5.0,,5.0,7.0,,,7.0,,8.0,,
5513,2,1,,,2.0,,3.0,,3.0,,3.0,,4.0,4.0,,4.0,,5.0,,4.0,,,2.0,,2.0,,2.0,,4.0,5.0,,5.0,,5.0,,5.0,,5.0,,,5.0,,4.0,,4.0,,4.0,,4.0,4.0,,,4.0,,5.0,,
5514,2,1,,,2.0,,3.0,,3.0,,4.0,,4.0,3.0,,4.0,,5.0,,4.0,,,2.0,,2.0,,2.0,,4.0,5.0,,5.0,,5.0,,5.0,,5.0,,,5.0,,4.0,,4.0,,4.0,,4.0,4.0,,,4.0,,4.0,,
5515,2,1,,,3.0,,4.0,,4.0,,4.0,,5.0,4.0,,5.0,,5.0,,5.0,,,3.0,,3.0,,3.0,,5.0,6.0,,6.0,,6.0,,6.0,,6.0,,,5.0,,5.0,,5.0,,5.0,,5.0,5.0,,,5.0,,5.0,,
5516,2,1,,,4.0,,4.0,,4.0,,5.0,,5.0,5.0,,5.0,,5.0,,5.0,,,4.0,,3.0,,4.0,,6.0,6.0,,7.0,,7.0,,7.0,,6.0,,,6.0,,6.0,,6.0,,6.0,,6.0,6.0,,,6.0,,6.0,,
5517,2,1,,,4.0,,4.0,,4.0,,5.0,,5.0,6.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,3.0,,7.0,7.0,,7.0,,7.0,,7.0,,7.0,,,6.0,,5.0,,6.0,,6.0,,5.0,7.0,,,7.0,,7.0,,
5518,2,1,,,3.0,,4.0,,4.0,,4.0,,5.0,6.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,3.0,,6.0,7.0,,7.0,,7.0,,7.0,,7.0,,,6.0,,6.0,,6.0,,6.0,,6.0,6.0,,,6.0,,7.0,,
5519,2,1,,,3.0,,4.0,,4.0,,4.0,,5.0,6.0,,5.0,,5.0,,5.0,,,4.0,,3.0,,3.0,,7.0,7.0,,7.0,,7.0,,7.0,,6.0,,,5.0,,5.0,,5.0,,5.0,,6.0,7.0,,,7.0,,7.0,,
5520,2,1,,,3.0,,4.0,,4.0,,4.0,,5.0,6.0,,5.0,,5.0,,5.0,,,5.0,,4.0,,3.0,,7.0,8.0,,8.0,,8.0,,7.0,,6.0,,,6.0,,5.0,,5.0,,5.0,,5.0,7.0,,,7.0,,7.0,,
5521,2,1,,,4.0,,4.0,,4.0,,5.0,,5.0,5.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,4.0,,6.0,7.0,,7.0,,6.0,,6.0,,6.0,,,6.0,,5.0,,5.0,,5.0,,5.0,6.0,,,6.0,,6.0,,
5522,2,1,,,3.0,,4.0,,4.0,,4.0,,5.0,5.0,,5.0,,5.0,,5.0,,,3.0,,3.0,,4.0,,5.0,6.0,,6.0,,6.0,,6.0,,5.0,,,5.0,,5.0,,5.0,,5.0,,5.0,5.0,,,5.0,,6.0,,
5523,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,5.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,4.0,,6.0,7.0,,7.0,,6.0,,6.0,,6.0,,,6.0,,5.0,,6.0,,6.0,,6.0,6.0,,,6.0,,6.0,,
5524,2,1,,,4.0,,5.0,,5.0,,5.0,,6.0,6.0,,6.0,,5.0,,5.0,,,5.0,,4.0,,4.0,,7.0,7.0,,8.0,,7.0,,7.0,,6.0,,,6.0,,5.0,,5.0,,6.0,,6.0,7.0,,,7.0,,7.0,,
5525,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,6.0,,6.0,,6.0,,6.0,,,4.0,,4.0,,4.0,,6.0,7.0,,6.0,,6.0,,6.0,,5.0,,,4.0,,3.0,,3.0,,3.0,,4.0,6.0,,,6.0,,6.0,,
5526,2,1,,,4.0,,4.0,,4.0,,4.0,,5.0,5.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,5.0,,5.0,6.0,,5.0,,5.0,,5.0,,5.0,,,4.0,,3.0,,3.0,,3.0,,3.0,4.0,,,4.0,,5.0,,
5527,2,1,,,4.0,,4.0,,4.0,,5.0,,5.0,4.0,,5.0,,5.0,,4.0,,,4.0,,4.0,,5.0,,4.0,4.0,,4.0,,3.0,,3.0,,3.0,,,3.0,,3.0,,3.0,,3.0,,3.0,3.0,,,3.0,,4.0,,
5528,2,1,,,5.0,,5.0,,5.0,,5.0,,5.0,4.0,,5.0,,5.0,,5.0,,,4.0,,5.0,,5.0,,4.0,4.0,,4.0,,4.0,,4.0,,3.0,,,2.0,,1.0,,2.0,,2.0,,2.0,4.0,,,4.0,,4.0,,
5529,2,1,,,0.0,,1.0,,2.0,,2.0,,2.0,1.0,,3.0,,2.0,,2.0,,,1.0,,0.0,,0.0,,1.0,1.0,,2.0,,3.0,,3.0,,3.0,,,4.0,,4.0,,3.0,,3.0,,3.0,1.0,,,1.0,,1.0,,
5530,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,5.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,4.0,,5.0,4.0,,4.0,,7.0,,8.0,,7.0,,,6.0,,5.0,,4.0,,4.0,,3.0,5.0,,,4.0,,4.0,,
5531,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,6.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,4.0,,5.0,5.0,,6.0,,7.0,,7.0,,8.0,,,8.0,,7.0,,5.0,,5.0,,4.0,5.0,,,4.0,,5.0,,
5532,2,1,,,5.0,,6.0,,6.0,,6.0,,6.0,8.0,,6.0,,6.0,,6.0,,,6.0,,5.0,,5.0,,7.0,6.0,,7.0,,9.0,,9.0,,9.0,,,9.0,,7.0,,5.0,,5.0,,4.0,6.0,,,5.0,,5.0,,
5533,2,1,,,6.0,,7.0,,6.0,,6.0,,6.0,8.0,,6.0,,6.0,,6.0,,,6.0,,5.0,,6.0,,7.0,6.0,,7.0,,9.0,,9.0,,9.0,,,9.0,,7.0,,5.0,,5.0,,4.0,7.0,,,6.0,,6.0,,
5534,2,1,,,6.0,,8.0,,7.0,,7.0,,7.0,9.0,,6.0,,6.0,,6.0,,,6.0,,6.0,,6.0,,8.0,8.0,,8.0,,9.0,,9.0,,10.0,,,9.0,,7.0,,5.0,,5.0,,5.0,7.0,,,7.0,,7.0,,
5535,2,1,,,6.0,,7.0,,7.0,,6.0,,6.0,9.0,,6.0,,6.0,,6.0,,,6.0,,6.0,,6.0,,8.0,8.0,,8.0,,10.0,,9.0,,10.0,,,9.0,,7.0,,5.0,,5.0,,5.0,7.0,,,7.0,,7.0,,
5536,2,1,,,5.0,,6.0,,6.0,,7.0,,8.0,9.0,,8.0,,8.0,,7.0,,,7.0,,5.0,,5.0,,8.0,8.0,,9.0,,9.0,,9.0,,9.0,,,8.0,,6.0,,5.0,,5.0,,5.0,8.0,,,7.0,,7.0,,
5537,2,1,,,5.0,,6.0,,6.0,,7.0,,8.0,9.0,,8.0,,8.0,,8.0,,,7.0,,6.0,,5.0,,9.0,8.0,,8.0,,10.0,,9.0,,8.0,,,7.0,,6.0,,5.0,,5.0,,5.0,8.0,,,7.0,,7.0,,
5538,2,1,,,5.0,,6.0,,6.0,,7.0,,8.0,9.0,,8.0,,8.0,,7.0,,,6.0,,5.0,,5.0,,8.0,8.0,,8.0,,9.0,,9.0,,8.0,,,8.0,,6.0,,6.0,,6.0,,6.0,8.0,,,7.0,,7.0,,
5539,2,1,,,4.0,,5.0,,6.0,,6.0,,7.0,8.0,,7.0,,7.0,,7.0,,,6.0,,5.0,,4.0,,8.0,7.0,,8.0,,9.0,,9.0,,8.0,,,7.0,,6.0,,5.0,,5.0,,6.0,8.0,,,7.0,,7.0,,
5540,2,1,,,4.0,,5.0,,5.0,,6.0,,7.0,8.0,,7.0,,7.0,,6.0,,,6.0,,5.0,,4.0,,8.0,7.0,,8.0,,9.0,,8.0,,8.0,,,8.0,,7.0,,6.0,,6.0,,6.0,8.0,,,7.0,,7.0,,
5541,2,1,,,4.0,,5.0,,5.0,,6.0,,6.0,7.0,,6.0,,7.0,,6.0,,,5.0,,4.0,,4.0,,7.0,7.0,,8.0,,8.0,,8.0,,8.0,,,7.0,,6.0,,6.0,,6.0,,6.0,7.0,,,7.0,,7.0,,
5542,2,1,,,4.0,,5.0,,5.0,,6.0,,7.0,7.0,,7.0,,7.0,,7.0,,,5.0,,4.0,,4.0,,7.0,7.0,,8.0,,9.0,,8.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,7.0,7.0,,,7.0,,7.0,,
5543,2,1,,,4.0,,5.0,,6.0,,6.0,,7.0,7.0,,7.0,,7.0,,7.0,,,6.0,,5.0,,4.0,,7.0,7.0,,8.0,,9.0,,8.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,7.0,7.0,,,7.0,,7.0,,
5544,2,1,,,4.0,,5.0,,5.0,,6.0,,7.0,8.0,,7.0,,7.0,,7.0,,,6.0,,5.0,,4.0,,8.0,7.0,,8.0,,9.0,,8.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,7.0,7.0,,,7.0,,7.0,,
5545,2,1,,,4.0,,6.0,,6.0,,7.0,,8.0,8.0,,8.0,,8.0,,7.0,,,6.0,,5.0,,5.0,,8.0,7.0,,8.0,,9.0,,8.0,,8.0,,,8.0,,7.0,,7.0,,7.0,,8.0,8.0,,,7.0,,7.0,,
5546,2,1,,,6.0,,8.0,,8.0,,8.0,,8.0,8.0,,8.0,,8.0,,8.0,,,6.0,,6.0,,6.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,8.0,,9.0,,9.0,8.0,,,8.0,,8.0,,
5547,2,1,,,6.0,,8.0,,8.0,,8.0,,8.0,9.0,,8.0,,8.0,,8.0,,,7.0,,6.0,,6.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,8.0,,8.0,,8.0,,9.0,9.0,,,8.0,,8.0,,
5548,2,1,,,6.0,,8.0,,8.0,,8.0,,8.0,9.0,,8.0,,8.0,,8.0,,,7.0,,6.0,,6.0,,9.0,9.0,,10.0,,10.0,,9.0,,9.0,,,9.0,,9.0,,8.0,,9.0,,9.0,9.0,,,9.0,,9.0,,
5549,2,1,,,6.0,,8.0,,8.0,,8.0,,8.0,9.0,,8.0,,8.0,,8.0,,,7.0,,6.0,,6.0,,10.0,10.0,,10.0,,10.0,,9.0,,9.0,,,8.0,,8.0,,7.0,,8.0,,8.0,10.0,,,9.0,,9.0,,
5550,2,1,,,6.0,,7.0,,7.0,,7.0,,7.0,8.0,,7.0,,7.0,,7.0,,,6.0,,6.0,,6.0,,9.0,9.0,,10.0,,9.0,,9.0,,9.0,,,9.0,,8.0,,7.0,,7.0,,7.0,9.0,,,9.0,,9.0,,
5551,2,1,,,6.0,,7.0,,6.0,,6.0,,6.0,9.0,,6.0,,6.0,,6.0,,,7.0,,6.0,,6.0,,10.0,10.0,,10.0,,9.0,,9.0,,9.0,,,9.0,,8.0,,7.0,,7.0,,7.0,10.0,,,10.0,,10.0,,
5552,2,1,,,6.0,,6.0,,6.0,,5.0,,5.0,8.0,,4.0,,4.0,,4.0,,,6.0,,5.0,,6.0,,9.0,9.0,,9.0,,9.0,,8.0,,8.0,,,7.0,,6.0,,6.0,,6.0,,6.0,9.0,,,9.0,,9.0,,
5553,2,1,,,6.0,,6.0,,5.0,,5.0,,5.0,8.0,,4.0,,4.0,,3.0,,,6.0,,5.0,,5.0,,9.0,9.0,,9.0,,8.0,,8.0,,7.0,,,7.0,,6.0,,6.0,,6.0,,6.0,9.0,,,9.0,,9.0,,
5554,2,1,,,3.0,,4.0,,4.0,,4.0,,4.0,7.0,,4.0,,4.0,,4.0,,,5.0,,3.0,,3.0,,8.0,8.0,,8.0,,7.0,,7.0,,6.0,,,6.0,,6.0,,5.0,,5.0,,5.0,9.0,,,8.0,,8.0,,
5555,2,1,,,3.0,,4.0,,4.0,,4.0,,4.0,7.0,,4.0,,4.0,,4.0,,,5.0,,3.0,,3.0,,8.0,6.0,,6.0,,6.0,,6.0,,6.0,,,5.0,,4.0,,4.0,,4.0,,4.0,8.0,,,7.0,,6.0,,
5556,2,1,,,2.0,,2.0,,3.0,,3.0,,4.0,4.0,,4.0,,4.0,,3.0,,,3.0,,2.0,,2.0,,5.0,5.0,,4.0,,4.0,,4.0,,4.0,,,5.0,,4.0,,4.0,,4.0,,3.0,5.0,,,5.0,,5.0,,
5557,2,1,,,4.0,,4.0,,4.0,,5.0,,5.0,4.0,,5.0,,4.0,,4.0,,,3.0,,3.0,,4.0,,5.0,5.0,,4.0,,4.0,,4.0,,4.0,,,5.0,,5.0,,4.0,,4.0,,4.0,5.0,,,5.0,,5.0,,
5558,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,5.0,,4.0,,4.0,,3.0,,,4.0,,4.0,,4.0,,6.0,7.0,,6.0,,5.0,,5.0,,6.0,,,6.0,,7.0,,6.0,,6.0,,6.0,6.0,,,6.0,,6.0,,
5559,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,6.0,,5.0,,5.0,,4.0,,,5.0,,4.0,,4.0,,7.0,7.0,,7.0,,6.0,,6.0,,7.0,,,7.0,,7.0,,6.0,,6.0,,6.0,6.0,,,6.0,,7.0,,
5560,2,1,,,5.0,,6.0,,5.0,,5.0,,5.0,8.0,,5.0,,6.0,,6.0,,,6.0,,5.0,,5.0,,8.0,9.0,,9.0,,9.0,,9.0,,8.0,,,8.0,,7.0,,6.0,,6.0,,6.0,8.0,,,9.0,,9.0,,
5561,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,7.0,,5.0,,5.0,,5.0,,,5.0,,4.0,,4.0,,8.0,9.0,,8.0,,8.0,,8.0,,8.0,,,8.0,,7.0,,6.0,,6.0,,6.0,8.0,,,8.0,,8.0,,
5562,2,1,,,5.0,,6.0,,5.0,,5.0,,5.0,7.0,,5.0,,5.0,,5.0,,,5.0,,4.0,,4.0,,8.0,9.0,,9.0,,8.0,,8.0,,8.0,,,8.0,,7.0,,6.0,,6.0,,6.0,8.0,,,8.0,,9.0,,
5563,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,8.0,,5.0,,5.0,,5.0,,,6.0,,4.0,,4.0,,9.0,10.0,,9.0,,8.0,,8.0,,8.0,,,8.0,,7.0,,6.0,,6.0,,6.0,9.0,,,9.0,,9.0,,
5564,2,1,,,3.0,,4.0,,4.0,,4.0,,4.0,5.0,,4.0,,4.0,,4.0,,,4.0,,3.0,,3.0,,6.0,7.0,,6.0,,6.0,,6.0,,6.0,,,6.0,,5.0,,4.0,,4.0,,4.0,6.0,,,6.0,,7.0,,
5565,2,1,,,3.0,,3.0,,3.0,,3.0,,3.0,4.0,,4.0,,4.0,,3.0,,,3.0,,3.0,,3.0,,5.0,6.0,,5.0,,5.0,,5.0,,5.0,,,5.0,,5.0,,4.0,,4.0,,4.0,5.0,,,5.0,,6.0,,
5566,2,1,,,4.0,,4.0,,4.0,,4.0,,4.0,3.0,,4.0,,4.0,,3.0,,,2.0,,2.0,,4.0,,4.0,5.0,,5.0,,5.0,,5.0,,5.0,,,6.0,,5.0,,5.0,,5.0,,5.0,4.0,,,4.0,,4.0,,
5567,2,1,,,4.0,,4.0,,4.0,,5.0,,5.0,4.0,,5.0,,4.0,,4.0,,,3.0,,3.0,,4.0,,4.0,6.0,,6.0,,6.0,,6.0,,6.0,,,7.0,,6.0,,5.0,,5.0,,5.0,4.0,,,4.0,,5.0,,
5568,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,6.0,,5.0,,5.0,,5.0,,,5.0,,4.0,,4.0,,7.0,8.0,,8.0,,7.0,,7.0,,6.0,,,6.0,,6.0,,6.0,,6.0,,6.0,7.0,,,7.0,,7.0,,
5569,2,1,,,5.0,,5.0,,5.0,,5.0,,5.0,7.0,,5.0,,5.0,,5.0,,,5.0,,4.0,,5.0,,7.0,8.0,,8.0,,8.0,,7.0,,7.0,,,7.0,,6.0,,6.0,,6.0,,6.0,7.0,,,7.0,,8.0,,
5570,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,6.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,4.0,,7.0,8.0,,8.0,,8.0,,7.0,,7.0,,,6.0,,6.0,,6.0,,6.0,,6.0,7.0,,,7.0,,7.0,,
5571,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,6.0,,5.0,,5.0,,5.0,,,5.0,,4.0,,4.0,,7.0,8.0,,8.0,,8.0,,7.0,,7.0,,,6.0,,5.0,,6.0,,6.0,,6.0,7.0,,,7.0,,8.0,,
5572,2,1,,,5.0,,5.0,,5.0,,5.0,,5.0,6.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,4.0,,7.0,8.0,,7.0,,7.0,,7.0,,7.0,,,6.0,,5.0,,5.0,,6.0,,6.0,7.0,,,7.0,,7.0,,
5573,2,1,,,4.0,,5.0,,5.0,,5.0,,5.0,6.0,,5.0,,5.0,,5.0,,,4.0,,4.0,,4.0,,6.0,7.0,,7.0,,6.0,,6.0,,6.0,,,6.0,,6.0,,6.0,,6.0,,6.0,6.0,,,7.0,,7.0,,
5574,2,1,,,5.0,,6.0,,5.0,,5.0,,5.0,7.0,,5.0,,5.0,,5.0,,,5.0,,5.0,,5.0,,8.0,8.0,,8.0,,7.0,,7.0,,7.0,,,6.0,,6.0,,6.0,,7.0,,7.0,8.0,,,8.0,,8.0,,
5575,2,1,,,5.0,,5.0,,5.0,,5.0,,5.0,8.0,,5.0,,5.0,,5.0,,,8.0,,7.0,,6.0,,8.0,8.0,,8.0,,8.0,,8.0,,7.0,,,6.0,,6.0,,6.0,,6.0,,6.0,8.0,,,8.0,,9.0,,
5576,2,1,,,5.0,,5.0,,5.0,,5.0,,5.0,7.0,,5.0,,6.0,,6.0,,,7.0,,6.0,,6.0,,7.0,8.0,,7.0,,7.0,,7.0,,6.0,,,5.0,,5.0,,5.0,,5.0,,5.0,7.0,,,7.0,,8.0,,
5577,2,1,,,5.0,,5.0,,5.0,,5.0,,5.0,6.0,,5.0,,5.0,,5.0,,,6.0,,6.0,,6.0,,7.0,7.0,,7.0,,7.0,,6.0,,6.0,,,5.0,,4.0,,5.0,,5.0,,5.0,7.0,,,7.0,,7.0,,
5578,2,1,,,5.0,,4.0,,4.0,,5.0,,5.0,5.0,,5.0,,5.0,,5.0,,,5.0,,5.0,,5.0,,5.0,5.0,,5.0,,4.0,,4.0,,4.0,,,4.0,,4.0,,4.0,,4.0,,4.0,5.0,,,5.0,,5.0,,
5579,2,1,,,5.0,,5.0,,5.0,,5.0,,5.0,5.0,,5.0,,5.0,,5.0,,,5.0,,5.0,,6.0,,5.0,5.0,,5.0,,5.0,,4.0,,4.0,,,3.0,,3.0,,3.0,,3.0,,3.0,5.0,,,5.0,,5.0,,
5580,2,1,,,0.0,,1.0,,1.0,,2.0,,2.0,1.0,,2.0,,2.0,,2.0,,,0.0,,0.0,,0.0,,1.0,1.0,,2.0,,2.0,,2.0,,3.0,,,3.0,,4.0,,3.0,,3.0,,2.0,1.0,,,1.0,,1.0,,
