polygon_unique_id,pixel_id_num,x,y,class,di_t+0,di_t+1,di_t+10,di_t+11,di_t+12,di_t+14,di_t+15,di_t+16,di_t+17,di_t+18,di_t+19,di_t+2,di_t+20,di_t+21,di_t+22,di_t+23,di_t+24,di_t+25,di_t+26,di_t+27,di_t+28,di_t+29,di_t+3,di_t+30,di_t+31,di_t+32,di_t+33,di_t+34,di_t+35,di_t+36,di_t+37,di_t+38,di_t+4,di_t+40,di_t+41,di_t+42,di_t+43,di_t+44,di_t+45,di_t+46,di_t+47,di_t+48,di_t+49,di_t+5,di_t+50,di_t+51,di_t+52,di_t+6,di_t+7,di_t+8,di_t+9,di_t-1,di_t-10,di_t-11,di_t-12,di_t-13,di_t-14,di_t-15,di_t-16,di_t-17,di_t-18,di_t-19,di_t-2,di_t-20,di_t-21,di_t-22,di_t-23,di_t-24,di_t-25,di_t-27,di_t-28,di_t-29,di_t-3,di_t-30,di_t-31,di_t-32,di_t-33,di_t-34,di_t-35,di_t-36,di_t-37,di_t-38,di_t-39,di_t-4,di_t-40,di_t-41,di_t-42,di_t-43,di_t-44,di_t-45,di_t-46,di_t-47,di_t-48,di_t-49,di_t-5,di_t-50,di_t-51,di_t-52,di_t-6,di_t-7,di_t-8,di_t-9,Flight_Date
16,1494,4446825.0,3022125.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1495,4446835.0,3022125.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1496,4446845.0,3022125.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1497,4446855.0,3022125.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1498,4446865.0,3022125.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1499,4446875.0,3022125.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1500,4446885.0,3022125.0,3,,0.0,0.0,,-1.0,-1.0,,-1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1501,4446895.0,3022125.0,3,,0.0,-1.0,,-1.0,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1502,4446905.0,3022125.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1503,4446915.0,3022125.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1504,4446925.0,3022125.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1505,4446935.0,3022125.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,1.0,1.0,,1.0,0.0,,1.0,,1.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1506,4446945.0,3022125.0,3,,1.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,1.0,,2.0,,0.0,,,2.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,1.0,,1.0,0.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,1.0,,,1.0,0.0,,1.0,,,0.0,,,2023-08-19
16,1507,4446815.0,3022115.0,3,,0.0,0.0,,0.0,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,1.0,,1.0,,,1.0,,,0.0,,0.0,0.0,,0.0,0.0,,-1.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1508,4446825.0,3022115.0,3,,0.0,-1.0,,-1.0,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,0.0,,-1.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1509,4446835.0,3022115.0,3,,0.0,-1.0,,-1.0,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1510,4446845.0,3022115.0,3,,0.0,-1.0,,-1.0,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1511,4446855.0,3022115.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1512,4446865.0,3022115.0,3,,0.0,0.0,,-1.0,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1513,4446875.0,3022115.0,3,,0.0,-1.0,,-1.0,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1514,4446885.0,3022115.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1515,4446895.0,3022115.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1516,4446905.0,3022115.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1517,4446915.0,3022115.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1518,4446925.0,3022115.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,-1.0,,-1.0,,-1.0,0.0,,,-1.0,,-1.0,,0.0,,0.0,,,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,-1.0,,-1.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1519,4446935.0,3022115.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,-1.0,,-1.0,0.0,,,-1.0,,-1.0,,0.0,,0.0,,,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,0.0,,0.0,,0.0,-1.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,-1.0,,-1.0,,,-1.0,,-1.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1520,4446945.0,3022115.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,-1.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,-1.0,,0.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1521,4446815.0,3022105.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,3.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1522,4446825.0,3022105.0,3,,0.0,-1.0,,-1.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,-1.0,,-1.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1523,4446835.0,3022105.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1524,4446845.0,3022105.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1525,4446855.0,3022105.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1526,4446865.0,3022105.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1527,4446875.0,3022105.0,3,,0.0,-1.0,,-1.0,-1.0,,-1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1528,4446885.0,3022105.0,3,,0.0,-1.0,,-1.0,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1529,4446895.0,3022105.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1530,4446905.0,3022105.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1531,4446915.0,3022105.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1532,4446925.0,3022105.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,-1.0,,-1.0,,-1.0,,-1.0,0.0,,,-1.0,,-1.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,-1.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1533,4446935.0,3022105.0,3,,0.0,0.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,-1.0,,-1.0,0.0,,,-1.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,-1.0,0.0,,-1.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1534,4446945.0,3022105.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,-1.0,0.0,,-1.0,,-1.0,,,-1.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1535,4446815.0,3022095.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,3.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,-1.0,,-1.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1536,4446825.0,3022095.0,3,,0.0,-1.0,,-1.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,-1.0,,-1.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1537,4446835.0,3022095.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1538,4446845.0,3022095.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1539,4446855.0,3022095.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1540,4446865.0,3022095.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
16,1541,4446875.0,3022095.0,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,2023-08-19
